x0,x1,x2,x3,x4,x5,x6,x7,x8,x10,x11,x12,x13,x14,x17,x18,x19,x20,x21,x22,x23,x24,Status
0.6842105263157895,0.0,-0.873333333333333,-0.4857142857142857,-0.5294117647058824,-0.8,-1.0,-0.432748538011696,0.16666666666666666,1.5,1.6666666666666667,0.033347228011671566,2.0,1.25,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,Graduate
0.5789473684210527,-0.22929936305732485,0.0,-0.5142857142857142,-0.5294117647058824,2.3,-1.2,-0.35087719298245595,2.3333333333333335,-0.75,-1.6666666666666667,-5.135473113797416,-0.5,-0.75,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,Dropout
0.7105263157894737,-0.4989384288747346,0.46000000000000035,-0.5142857142857142,0.5588235294117647,0.8,-0.2,0.8187134502923972,0.16666666666666666,1.25,-0.3333333333333333,-0.2375989995831598,0.0,1.75,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,Enrolled
-0.02631578947368421,-0.35668789808917195,-0.5399999999999996,-0.5142857142857142,-0.5294117647058824,-0.2,-0.6,-0.30409356725146197,-0.3333333333333333,-0.5,0.3333333333333333,0.908711963318049,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Graduate
0.0,0.5562632696390658,0.5933333333333337,0.5142857142857142,0.5294117647058824,0.0,-0.4,0.3099415204678367,-0.16666666666666666,0.0,0.6666666666666666,1.0051807300660989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Graduate
0.0,0.0,-0.47333333333333294,0.5142857142857142,0.0,0.8,0.2,-0.5321637426900577,0.16666666666666666,0.75,0.3333333333333333,-0.8107544810337642,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enrolled
-0.42105263157894735,0.9171974522292994,0.06000000000000038,-0.14285714285714285,-0.23529411764705882,-1.0,-1.4,0.14035087719298273,-0.16666666666666666,-0.75,-1.6666666666666667,-5.135473113797416,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,Dropout
0.02631578947368421,1.305732484076433,-1.0066666666666664,0.0,0.5294117647058824,0.8,-0.2,-0.8538011695906423,0.0,0.25,-1.6666666666666667,-5.135473113797416,0.0,-0.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,Dropout
-0.42105263157894735,0.0,0.0,0.0,0.5294117647058824,-1.0,-1.4,0.6432748538011692,-0.16666666666666666,0.5,-1.6666666666666667,-5.135473113797416,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dropout
0.0,0.03397027600849257,0.46000000000000035,-0.45714285714285713,-0.47058823529411764,-0.6,-1.0,-0.09941520467836268,-0.3333333333333333,0.25,0.0,-0.46686119216340183,0.0,1.5,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,Dropout
-0.42105263157894735,0.5562632696390658,0.7933333333333337,-0.42857142857142855,-0.5,-0.6,-0.8,0.07602339181286527,-0.3333333333333333,0.0,0.6666666666666666,-0.2626094205919136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Graduate
0.0,0.03397027600849257,0.19333333333333372,0.5142857142857142,0.5294117647058824,0.4,0.0,-0.2514619883040932,0.0,1.25,-0.6666666666666666,-0.8281228289565097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enrolled
-0.42105263157894735,0.5562632696390658,-0.27333333333333293,0.5428571428571428,0.5588235294117647,0.0,-0.4,-0.30409356725146197,0.0,0.0,0.6666666666666666,0.1768594057047587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Graduate
-0.42105263157894735,0.0,-1.073333333333333,0.0,0.0,0.8,0.4,-0.8304093567251458,-0.16666666666666666,0.25,-0.3333333333333333,-0.3418090871196333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dropout
0.0,-0.22929936305732485,-0.20666666666666628,-0.5142857142857142,-0.5294117647058824,-0.2,-0.4,-0.128654970760234,-0.3333333333333333,-0.25,-0.3333333333333333,-0.13338891204668626,-0.5,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,Graduate
0.9473684210526315,-0.4989384288747346,-0.20666666666666628,0.0,-0.5294117647058824,0.8,0.4,0.23391812865497064,0.16666666666666666,2.0,1.6666666666666667,-0.2167569820758648,2.0,1.75,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,Enrolled
